tenure,monthly_charges,total_charges,num_services,support_calls,contract_type,payment_method,internet_service,churn
68,40.98,2398.35,2,10.0,One year,Mailed check,No,1
70,29.11,2026.81,2,,Month-to-month,Credit card,Fiber optic,1
54,107.57,5458.66,6,3.0,Month-to-month,Bank transfer,Fiber optic,1
8,49.53,349.32,5,10.0,One year,Electronic check,No,0
22,62.54,1250.71,1,3.0,Two year,Electronic check,Fiber optic,1
3,115.9,330.39,3,2.0,Month-to-month,Electronic check,No,1
4,114.44,419.28,7,8.0,Two year,Credit card,DSL,1
18,91.49,1719.2,5,3.0,Month-to-month,Mailed check,DSL,1
42,26.89,1067.21,7,5.0,One year,Credit card,Fiber optic,1
5,79.33,,4,7.0,One year,Mailed check,DSL,1
71,118.91,8312.87,1,1.0,Month-to-month,Credit card,No,0
33,114.69,3709.49,2,10.0,Month-to-month,Credit card,Fiber optic,1
19,30.6,494.47,1,1.0,One year,Bank transfer,DSL,1
38,59.6,2205.22,6,10.0,Month-to-month,Electronic check,Fiber optic,1
57,51.55,2640.85,6,3.0,Month-to-month,Electronic check,Fiber optic,0
23,32.97,701.47,4,4.0,Month-to-month,Electronic check,Fiber optic,1
4,89.48,354.8,6,2.0,One year,Bank transfer,DSL,0
4,47.38,182.22,4,5.0,Month-to-month,Bank transfer,No,1
62,54.49,3120.71,6,0.0,Month-to-month,Credit card,Fiber optic,0
9,29.04,230.91,5,1.0,Two year,Credit card,No,0
46,69.8,3053.78,4,5.0,One year,Mailed check,Fiber optic,1
28,35.82,916.58,5,7.0,Month-to-month,Mailed check,Fiber optic,1
56,63.21,3655.11,3,10.0,Month-to-month,Credit card,DSL,0
5,34.33,,6,9.0,Month-to-month,Credit card,Fiber optic,1
65,115.38,7673.64,7,10.0,Month-to-month,Mailed check,DSL,1
51,34.5,1632.88,2,8.0,Month-to-month,Electronic check,No,0
33,72.19,2419.17,5,8.0,Month-to-month,Electronic check,DSL,1
15,39.7,,1,3.0,Month-to-month,Credit card,Fiber optic,1
71,27.64,1785.08,3,9.0,One year,Mailed check,Fiber optic,0
22,40.23,766.14,5,10.0,Month-to-month,Bank transfer,Fiber optic,1
36,25.48,785.49,2,5.0,Month-to-month,Credit card,Fiber optic,1
29,33.94,1017.5,2,1.0,Two year,Credit card,Fiber optic,0
17,69.35,1171.14,3,0.0,Month-to-month,Mailed check,Fiber optic,0
30,85.18,2491.57,1,5.0,One year,Bank transfer,No,0
11,28.73,302.28,5,6.0,Month-to-month,Electronic check,Fiber optic,1
1,64.1,61.79,1,6.0,One year,Credit card,Fiber optic,0
21,78.12,1604.0,3,9.0,Month-to-month,Credit card,No,1
9,43.42,396.77,3,5.0,Month-to-month,Mailed check,DSL,1
30,57.21,1663.74,7,7.0,Two year,Mailed check,DSL,0
63,27.18,1711.85,7,,Month-to-month,Bank transfer,DSL,0
12,42.01,456.83,1,9.0,Month-to-month,Mailed check,Fiber optic,1
1,66.68,69.7,2,6.0,Month-to-month,Bank transfer,Fiber optic,1
8,119.04,815.55,6,6.0,Month-to-month,Electronic check,DSL,1
37,119.63,4104.59,3,0.0,Month-to-month,Mailed check,DSL,1
20,117.96,,5,7.0,Month-to-month,Credit card,DSL,1
36,62.31,1987.67,7,1.0,Month-to-month,Credit card,Fiber optic,1
3,28.07,73.96,2,4.0,One year,Electronic check,DSL,0
24,52.36,,7,5.0,Two year,Credit card,Fiber optic,1
30,43.77,1228.59,1,0.0,Month-to-month,Electronic check,No,1
32,21.41,710.25,2,7.0,Two year,Credit card,Fiber optic,1
40,29.52,1201.14,4,3.0,Month-to-month,Mailed check,No,1
57,65.32,,7,5.0,Month-to-month,Mailed check,No,1
34,53.97,1916.81,4,,One year,Bank transfer,Fiber optic,1
61,38.04,2270.45,1,3.0,One year,Credit card,Fiber optic,1
39,91.61,3661.15,2,4.0,Month-to-month,Mailed check,No,1
19,55.71,951.81,6,,Two year,Mailed check,Fiber optic,0
17,105.19,1694.87,4,2.0,Two year,Credit card,Fiber optic,1
24,44.1,905.93,1,8.0,Month-to-month,Credit card,DSL,1
44,73.84,2767.39,4,1.0,One year,Bank transfer,Fiber optic,0
18,38.41,685.22,3,5.0,One year,Electronic check,No,0
66,69.53,4009.2,1,1.0,Two year,Credit card,Fiber optic,0
35,35.25,1183.86,2,5.0,One year,Bank transfer,Fiber optic,0
63,36.16,2253.48,7,7.0,Month-to-month,Bank transfer,Fiber optic,1
50,81.22,3478.03,5,5.0,One year,Electronic check,No,1
25,46.38,1089.64,1,8.0,Month-to-month,Credit card,Fiber optic,1
17,37.24,624.74,1,2.0,One year,Bank transfer,Fiber optic,0
54,112.98,6271.42,3,6.0,One year,Electronic check,Fiber optic,1
24,24.3,530.62,4,3.0,One year,Mailed check,Fiber optic,0
18,76.51,1438.94,4,5.0,Month-to-month,Mailed check,No,1
67,74.83,5108.41,5,0.0,Month-to-month,Credit card,DSL,1
35,45.06,1545.76,2,2.0,One year,Mailed check,No,1
4,65.28,,1,7.0,Month-to-month,Credit card,DSL,1
36,28.77,1027.66,5,8.0,Month-to-month,Bank transfer,No,1
34,92.13,3173.89,7,2.0,Month-to-month,Mailed check,Fiber optic,1
63,42.17,2419.36,2,2.0,Two year,Mailed check,Fiber optic,0
52,39.34,2145.03,3,3.0,Month-to-month,Credit card,Fiber optic,1
14,51.49,743.73,5,3.0,One year,Mailed check,Fiber optic,0
11,110.24,1148.49,2,10.0,Month-to-month,Bank transfer,Fiber optic,1
44,99.65,4360.77,7,7.0,Two year,Electronic check,DSL,0
4,114.69,438.02,2,4.0,Month-to-month,Mailed check,DSL,1
23,85.2,,4,5.0,Month-to-month,Bank transfer,DSL,1
10,86.29,876.19,3,5.0,Month-to-month,Mailed check,Fiber optic,1
2,68.0,116.23,5,6.0,Month-to-month,Credit card,Fiber optic,0
67,110.52,6411.31,2,4.0,Two year,Electronic check,DSL,1
7,71.09,456.47,1,10.0,One year,Credit card,Fiber optic,0
1,55.51,57.37,4,3.0,One year,Electronic check,DSL,0
68,84.04,5312.72,7,4.0,One year,Mailed check,DSL,1
14,74.61,1073.27,5,0.0,Two year,Bank transfer,Fiber optic,0
59,32.4,1801.66,6,5.0,Two year,Mailed check,Fiber optic,1
3,59.27,161.41,4,9.0,One year,Bank transfer,DSL,1
12,51.33,634.52,1,10.0,Month-to-month,Credit card,No,1
8,104.68,805.73,3,5.0,Month-to-month,Mailed check,Fiber optic,1
51,57.88,2721.92,7,1.0,One year,Bank transfer,Fiber optic,1
45,102.16,3948.45,6,7.0,One year,Credit card,DSL,0
35,64.24,1961.02,5,7.0,One year,Credit card,Fiber optic,0
18,95.35,1506.67,3,10.0,Month-to-month,Electronic check,No,1
7,33.53,216.63,5,5.0,One year,Bank transfer,Fiber optic,1
41,112.47,4479.69,5,0.0,Month-to-month,Credit card,DSL,1
17,68.06,1054.64,5,9.0,Month-to-month,Credit card,Fiber optic,1
43,45.98,1706.48,7,7.0,Two year,Credit card,Fiber optic,0
50,44.15,1993.29,5,8.0,One year,Electronic check,DSL,1
62,46.51,2686.77,2,1.0,Month-to-month,Credit card,Fiber optic,1
36,56.67,2138.97,2,5.0,Month-to-month,Credit card,DSL,1
1,91.75,85.2,5,5.0,One year,Bank transfer,No,0
21,114.96,2095.1,7,2.0,Month-to-month,Electronic check,Fiber optic,1
62,86.9,5205.82,7,,Month-to-month,Electronic check,Fiber optic,0
39,74.72,3012.95,5,2.0,One year,Mailed check,No,0
45,64.86,2940.12,4,0.0,One year,Credit card,Fiber optic,0
33,102.82,3451.57,6,2.0,Month-to-month,Electronic check,DSL,1
12,104.97,1304.54,7,10.0,Month-to-month,Bank transfer,Fiber optic,1
65,49.3,3131.79,1,1.0,One year,Electronic check,Fiber optic,1
56,115.34,6775.43,3,6.0,Month-to-month,Credit card,Fiber optic,1
72,59.51,3670.53,3,,Month-to-month,Electronic check,No,1
62,100.01,6305.83,4,4.0,Month-to-month,Electronic check,Fiber optic,1
21,116.68,2502.72,3,6.0,Month-to-month,Electronic check,No,1
19,90.37,1774.28,3,0.0,Two year,Bank transfer,DSL,1
18,36.16,615.49,1,2.0,Month-to-month,Credit card,DSL,0
67,78.61,5306.64,1,6.0,Two year,Mailed check,DSL,1
41,31.88,1162.02,4,,Month-to-month,Bank transfer,Fiber optic,1
33,98.91,3168.15,7,5.0,One year,Bank transfer,DSL,0
70,48.13,,3,6.0,Month-to-month,Mailed check,DSL,1
44,89.52,3817.7,2,2.0,One year,Credit card,No,1
66,111.01,7217.58,2,1.0,Two year,Mailed check,DSL,1
71,38.1,2487.11,7,5.0,Month-to-month,Electronic check,DSL,1
6,59.29,317.76,5,7.0,Month-to-month,Electronic check,Fiber optic,1
27,84.71,2091.25,5,0.0,Two year,Electronic check,DSL,1
53,61.97,3227.89,2,3.0,Two year,Electronic check,DSL,1
59,37.48,2178.98,7,10.0,Two year,Electronic check,DSL,0
11,22.91,251.57,2,3.0,Month-to-month,Electronic check,DSL,1
23,60.66,1221.21,7,3.0,Month-to-month,Electronic check,No,0
40,84.92,3443.35,7,8.0,Month-to-month,Bank transfer,Fiber optic,1
58,77.4,4433.67,4,5.0,One year,Electronic check,Fiber optic,0
9,35.62,274.45,7,,Month-to-month,Bank transfer,Fiber optic,1
44,65.07,2625.79,7,8.0,Month-to-month,Electronic check,Fiber optic,1
22,56.95,1181.91,5,0.0,One year,Credit card,No,0
16,47.42,699.63,6,7.0,Month-to-month,Mailed check,Fiber optic,1
38,92.93,3084.57,5,4.0,One year,Mailed check,DSL,1
30,50.97,1363.15,4,9.0,Month-to-month,Bank transfer,DSL,1
46,74.01,2910.51,3,7.0,Two year,Credit card,DSL,1
23,112.32,2243.95,5,10.0,Month-to-month,Credit card,No,1
60,73.93,4006.68,2,1.0,One year,Mailed check,Fiber optic,1
6,81.7,497.06,2,2.0,Month-to-month,Mailed check,DSL,1
63,27.32,1644.27,2,9.0,Month-to-month,Mailed check,DSL,1
3,37.81,106.05,1,4.0,Month-to-month,Electronic check,No,1
53,30.1,1567.27,7,8.0,Two year,Mailed check,Fiber optic,0
25,96.48,2311.42,2,7.0,Month-to-month,Credit card,DSL,1
28,103.59,2541.73,6,5.0,Month-to-month,Mailed check,No,1
2,38.65,69.15,4,0.0,One year,Mailed check,Fiber optic,0
51,41.93,1912.84,3,0.0,Month-to-month,Electronic check,Fiber optic,0
12,52.32,609.0,2,7.0,Month-to-month,Mailed check,Fiber optic,1
48,79.11,3578.27,6,1.0,Month-to-month,Electronic check,Fiber optic,1
53,82.18,4039.84,4,0.0,Month-to-month,Mailed check,DSL,0
61,88.68,5200.28,4,2.0,Month-to-month,Mailed check,No,0
51,110.52,5884.66,5,10.0,Month-to-month,Credit card,Fiber optic,1
22,49.5,994.08,6,6.0,Month-to-month,Bank transfer,Fiber optic,0
54,85.88,4424.38,5,7.0,Month-to-month,Mailed check,Fiber optic,0
60,75.97,4312.39,4,7.0,One year,Bank transfer,No,0
23,50.58,1155.58,7,6.0,One year,Credit card,DSL,1
9,110.74,992.73,7,2.0,Month-to-month,Electronic check,DSL,1
65,29.55,1912.71,7,4.0,Month-to-month,Mailed check,Fiber optic,1
11,91.2,893.15,1,5.0,One year,Bank transfer,DSL,1
43,92.79,3749.85,7,10.0,Month-to-month,Electronic check,Fiber optic,1
18,111.53,2032.1,2,9.0,Two year,Bank transfer,Fiber optic,1
10,71.86,665.64,5,8.0,Month-to-month,Electronic check,DSL,1
56,52.16,3057.81,5,8.0,Month-to-month,Credit card,DSL,1
11,102.77,1043.38,2,8.0,Month-to-month,Credit card,Fiber optic,1
49,97.08,4516.85,1,7.0,One year,Electronic check,DSL,1
50,70.03,3308.59,7,9.0,Month-to-month,Bank transfer,DSL,0
5,96.79,453.33,7,0.0,Month-to-month,Electronic check,Fiber optic,0
13,46.79,619.9,2,0.0,Month-to-month,Bank transfer,DSL,1
58,78.95,4034.44,5,4.0,One year,Bank transfer,Fiber optic,1
37,106.52,3797.51,2,0.0,Month-to-month,Credit card,No,1
9,51.8,453.95,4,3.0,One year,Electronic check,Fiber optic,0
72,68.35,5020.83,3,2.0,Month-to-month,Bank transfer,Fiber optic,0
20,115.1,2237.18,6,10.0,Month-to-month,Credit card,Fiber optic,0
1,99.82,104.01,5,7.0,Month-to-month,Electronic check,No,1
67,108.7,7460.85,4,0.0,Two year,Mailed check,No,1
2,58.52,107.65,5,6.0,Month-to-month,Bank transfer,No,1
40,119.65,,4,8.0,Month-to-month,Electronic check,DSL,1
72,35.26,2644.57,1,3.0,Two year,Electronic check,DSL,0
42,71.88,2721.41,5,9.0,Month-to-month,Credit card,DSL,1
43,67.93,2839.32,6,10.0,Month-to-month,Bank transfer,DSL,0
28,99.84,2533.75,4,10.0,Month-to-month,Electronic check,DSL,1
10,110.86,1086.33,2,1.0,One year,Credit card,No,1
42,93.11,3397.27,1,4.0,Month-to-month,Bank transfer,DSL,1
65,82.68,5357.2,3,8.0,Two year,Mailed check,DSL,0
7,62.74,410.18,6,4.0,One year,Credit card,No,0
64,71.03,,3,5.0,Month-to-month,Mailed check,No,0
30,70.93,1819.72,7,3.0,Month-to-month,Mailed check,DSL,1
39,22.04,850.18,3,4.0,One year,Bank transfer,DSL,1
12,70.3,800.74,3,,Two year,Electronic check,No,0
45,105.6,4633.44,6,0.0,Two year,Electronic check,No,0
14,90.93,1162.44,5,8.0,Month-to-month,Electronic check,Fiber optic,1
20,99.57,1750.77,1,8.0,One year,Mailed check,Fiber optic,1
52,59.05,2877.42,1,1.0,One year,Electronic check,Fiber optic,1
4,72.9,302.91,2,8.0,Two year,Bank transfer,Fiber optic,1
33,23.35,690.07,7,5.0,Month-to-month,Credit card,DSL,1
43,58.3,2469.72,1,3.0,One year,Mailed check,Fiber optic,1
10,67.44,579.96,1,5.0,One year,Electronic check,No,1
22,45.52,995.05,6,5.0,Two year,Electronic check,Fiber optic,0
25,23.12,518.86,5,2.0,One year,Electronic check,DSL,0
48,89.04,4018.78,7,6.0,Two year,Bank transfer,Fiber optic,1
71,63.51,4164.48,2,6.0,Month-to-month,Mailed check,Fiber optic,1
61,61.57,,5,4.0,Month-to-month,Mailed check,DSL,1
14,45.0,579.04,1,5.0,Month-to-month,Credit card,DSL,1
2,73.78,135.76,5,6.0,Two year,Mailed check,DSL,1
4,63.8,243.57,1,5.0,Month-to-month,Bank transfer,No,1
43,67.4,3027.08,7,4.0,One year,Credit card,DSL,1
12,78.09,884.61,3,10.0,Two year,Electronic check,No,1
17,20.63,362.24,2,9.0,Two year,Electronic check,Fiber optic,1
62,110.77,6471.55,7,4.0,One year,Electronic check,No,0
63,27.11,1488.48,1,7.0,One year,Electronic check,No,0
61,65.09,3557.68,6,8.0,Month-to-month,Credit card,No,1
19,40.74,721.04,4,1.0,Month-to-month,Credit card,No,1
45,72.38,2980.49,5,6.0,Month-to-month,Bank transfer,Fiber optic,1
44,48.02,2161.83,2,8.0,One year,Electronic check,DSL,0
14,106.0,1462.82,7,0.0,Month-to-month,Credit card,DSL,1
40,59.64,2303.68,4,3.0,Month-to-month,Credit card,Fiber optic,1
38,83.88,3022.48,3,8.0,One year,Mailed check,DSL,1
29,44.89,1209.97,4,10.0,Month-to-month,Bank transfer,Fiber optic,1
55,21.94,1173.44,3,10.0,Two year,Bank transfer,DSL,1
49,60.42,2590.27,3,6.0,Month-to-month,Bank transfer,Fiber optic,1
39,73.65,2534.87,1,0.0,Two year,Mailed check,DSL,0
53,65.95,3182.95,4,0.0,Month-to-month,Mailed check,DSL,1
55,116.2,5651.16,4,8.0,One year,Mailed check,Fiber optic,1
41,90.68,3663.67,3,8.0,One year,Mailed check,Fiber optic,0
20,119.57,2044.54,7,2.0,Month-to-month,Credit card,No,1
55,49.51,2401.83,1,1.0,Month-to-month,Credit card,Fiber optic,1
52,98.91,5300.3,7,1.0,Two year,Electronic check,Fiber optic,0
71,75.56,5630.36,7,9.0,Month-to-month,Electronic check,DSL,1
11,81.18,846.11,1,8.0,One year,Mailed check,DSL,0
31,118.59,3489.07,5,10.0,Month-to-month,Credit card,Fiber optic,1
67,85.4,5748.58,2,1.0,One year,Bank transfer,DSL,1
38,109.88,3579.35,1,7.0,Month-to-month,Credit card,No,1
68,92.58,5888.78,7,10.0,One year,Bank transfer,No,0
1,32.74,28.48,1,5.0,One year,Bank transfer,DSL,0
3,89.94,250.98,3,8.0,Month-to-month,Bank transfer,Fiber optic,1
58,68.43,4154.54,1,6.0,Month-to-month,Electronic check,Fiber optic,1
26,111.88,2910.99,1,0.0,Two year,Electronic check,DSL,0
38,100.68,4005.69,1,4.0,One year,Bank transfer,Fiber optic,1
31,30.41,941.96,6,2.0,Two year,Mailed check,Fiber optic,0
30,33.39,973.27,1,,One year,Bank transfer,No,0
68,26.96,1834.83,6,6.0,One year,Mailed check,DSL,0
7,69.32,476.42,2,10.0,One year,Electronic check,Fiber optic,1
56,28.08,1482.55,7,0.0,Two year,Bank transfer,DSL,0
65,92.37,5454.74,6,3.0,Month-to-month,Credit card,DSL,0
48,75.24,3445.52,5,7.0,Month-to-month,Mailed check,Fiber optic,1
29,103.59,2708.8,6,3.0,Two year,Electronic check,Fiber optic,0
12,47.98,545.44,3,1.0,Two year,Mailed check,Fiber optic,0
50,71.91,3161.26,6,2.0,Month-to-month,Credit card,No,1
34,31.75,1039.64,2,0.0,Month-to-month,Mailed check,DSL,1
11,108.46,,5,10.0,One year,Electronic check,Fiber optic,0
26,37.5,886.0,7,5.0,One year,Credit card,DSL,0
70,30.24,2010.55,6,10.0,Month-to-month,Electronic check,No,1
20,40.51,715.01,2,7.0,One year,Electronic check,DSL,0
13,100.62,1363.62,6,3.0,Month-to-month,Bank transfer,DSL,0
50,30.58,1436.33,7,10.0,Month-to-month,Mailed check,Fiber optic,1
15,81.44,1124.43,7,2.0,One year,Electronic check,Fiber optic,0
67,94.62,5425.63,6,1.0,Month-to-month,Electronic check,Fiber optic,1
62,95.11,6006.8,6,8.0,One year,Electronic check,No,0
71,39.01,2700.93,6,6.0,Month-to-month,Electronic check,Fiber optic,1
66,26.16,1611.37,6,4.0,Two year,Electronic check,Fiber optic,0
18,64.88,1050.01,1,6.0,Month-to-month,Mailed check,No,1
16,40.25,643.37,6,10.0,Two year,Credit card,Fiber optic,0
25,89.93,2336.15,2,3.0,One year,Mailed check,DSL,0
34,55.67,1753.02,4,9.0,Month-to-month,Electronic check,No,1
64,64.94,3644.85,3,10.0,Two year,Credit card,Fiber optic,0
53,31.35,1448.6,2,8.0,Month-to-month,Bank transfer,Fiber optic,1
47,76.76,3071.15,2,1.0,Month-to-month,Credit card,Fiber optic,1
64,38.55,2464.22,1,0.0,Two year,Bank transfer,DSL,0
47,87.9,4322.49,4,1.0,Two year,Mailed check,No,0
28,27.12,796.24,3,7.0,One year,Bank transfer,DSL,1
30,117.59,3551.83,3,4.0,Two year,Electronic check,No,1
38,88.45,,1,10.0,Month-to-month,Mailed check,No,1
7,38.17,279.36,5,0.0,Month-to-month,Mailed check,No,1
54,21.41,1058.52,2,4.0,Month-to-month,Mailed check,DSL,1
47,53.45,2302.95,6,2.0,Month-to-month,Credit card,Fiber optic,0
53,35.28,1846.41,1,9.0,One year,Credit card,DSL,0
39,41.84,1403.0,1,1.0,Month-to-month,Mailed check,Fiber optic,1
57,107.28,6207.63,3,4.0,One year,Credit card,Fiber optic,0
69,80.32,5816.19,3,9.0,Month-to-month,Electronic check,Fiber optic,1
42,37.65,1589.23,7,10.0,Month-to-month,Credit card,Fiber optic,0
32,75.67,,4,10.0,One year,Bank transfer,No,1
8,45.58,338.41,3,7.0,Month-to-month,Bank transfer,DSL,1
57,117.62,5787.08,6,,One year,Bank transfer,Fiber optic,0
66,23.28,1549.59,2,1.0,One year,Credit card,Fiber optic,0
51,93.23,4609.39,7,4.0,One year,Bank transfer,DSL,1
63,97.3,6325.25,3,5.0,Two year,Credit card,Fiber optic,0
63,26.72,1469.9,3,5.0,Two year,Bank transfer,Fiber optic,0
58,37.19,1965.1,3,0.0,Month-to-month,Mailed check,Fiber optic,1
37,58.43,1993.56,1,7.0,One year,Electronic check,Fiber optic,1
8,106.82,843.16,5,4.0,Month-to-month,Credit card,No,1
1,73.7,74.26,5,1.0,Month-to-month,Electronic check,No,1
15,85.53,1337.1,5,10.0,One year,Electronic check,DSL,1
32,98.3,2859.61,5,3.0,One year,Electronic check,Fiber optic,1
54,102.81,5267.09,1,2.0,Two year,Electronic check,No,0
33,67.63,1909.95,7,5.0,One year,Electronic check,DSL,1
2,70.88,127.67,4,10.0,One year,Mailed check,Fiber optic,1
16,91.8,1358.35,5,9.0,One year,Mailed check,Fiber optic,0
71,46.33,3186.67,1,1.0,Month-to-month,Mailed check,DSL,0
72,105.45,7168.51,6,7.0,Month-to-month,Mailed check,Fiber optic,1
28,22.08,570.57,5,7.0,Month-to-month,Mailed check,Fiber optic,1
58,39.58,2237.83,3,9.0,One year,Electronic check,DSL,0
52,100.02,,7,10.0,Month-to-month,Bank transfer,DSL,1
68,54.03,3300.52,5,8.0,Month-to-month,Mailed check,No,1
64,34.98,2056.43,7,7.0,Month-to-month,Bank transfer,No,1
46,38.68,1763.24,6,3.0,One year,Electronic check,Fiber optic,1
29,73.08,2131.16,2,9.0,Month-to-month,Credit card,Fiber optic,1
46,104.62,4885.09,7,10.0,Month-to-month,Bank transfer,DSL,0
23,27.07,555.28,6,10.0,Month-to-month,Mailed check,No,1
26,23.05,574.04,2,10.0,Month-to-month,Mailed check,DSL,1
44,66.52,3014.69,6,7.0,Month-to-month,Mailed check,No,1
42,115.62,4508.3,4,10.0,Two year,Credit card,Fiber optic,1
42,47.9,1883.0,7,8.0,Month-to-month,Bank transfer,DSL,1
28,115.92,3398.2,2,2.0,Month-to-month,Mailed check,Fiber optic,1
30,108.77,2847.42,2,,One year,Bank transfer,No,1
1,48.31,47.88,3,10.0,One year,Electronic check,No,1
44,101.69,4564.01,4,4.0,Month-to-month,Credit card,Fiber optic,1
42,88.59,3274.88,5,9.0,Month-to-month,Bank transfer,DSL,0
68,71.18,4805.83,2,3.0,Two year,Mailed check,Fiber optic,0
37,62.29,2175.54,5,3.0,Two year,Bank transfer,Fiber optic,1
34,101.55,3523.75,1,9.0,Month-to-month,Electronic check,Fiber optic,1
5,99.31,512.19,3,5.0,One year,Mailed check,DSL,0
15,95.69,1470.51,5,7.0,Month-to-month,Credit card,No,1
25,119.83,2584.96,2,3.0,Month-to-month,Credit card,Fiber optic,1
28,67.85,1902.4,4,6.0,Month-to-month,Electronic check,DSL,1
27,100.69,,5,5.0,One year,Bank transfer,DSL,1
29,106.25,3001.97,2,10.0,Month-to-month,Bank transfer,DSL,1
56,41.16,2236.22,7,5.0,Month-to-month,Bank transfer,Fiber optic,1
10,24.21,207.96,6,0.0,Month-to-month,Mailed check,DSL,1
24,60.47,1482.06,7,8.0,Month-to-month,Bank transfer,Fiber optic,0
12,105.67,1089.6,4,10.0,Month-to-month,Mailed check,DSL,0
23,48.91,1026.73,3,9.0,Month-to-month,Credit card,DSL,1
50,90.0,4658.28,7,1.0,One year,Credit card,DSL,1
4,20.73,86.23,6,10.0,Month-to-month,Credit card,Fiber optic,1
25,55.54,1455.68,6,3.0,Month-to-month,Mailed check,Fiber optic,0
2,81.55,154.18,2,9.0,One year,Bank transfer,Fiber optic,1
69,32.98,2015.03,7,6.0,Month-to-month,Electronic check,Fiber optic,0
53,109.66,5507.37,4,10.0,Month-to-month,Credit card,Fiber optic,1
18,35.63,558.26,6,3.0,Two year,Credit card,Fiber optic,1
15,110.98,1705.5,6,6.0,One year,Credit card,DSL,0
8,41.64,320.5,1,7.0,Month-to-month,Electronic check,Fiber optic,1
35,119.43,3891.21,1,1.0,Month-to-month,Mailed check,DSL,1
55,80.47,,1,8.0,Month-to-month,Mailed check,Fiber optic,0
43,28.43,1138.2,5,1.0,Month-to-month,Credit card,Fiber optic,1
64,26.53,,7,9.0,Two year,Bank transfer,Fiber optic,1
25,27.49,680.85,1,1.0,One year,Bank transfer,Fiber optic,0
21,78.99,1437.33,1,1.0,Month-to-month,Mailed check,Fiber optic,1
35,100.96,3116.57,4,5.0,Month-to-month,Electronic check,DSL,1
15,60.3,839.79,3,2.0,Month-to-month,Bank transfer,No,1
71,64.48,3984.19,1,0.0,Month-to-month,Bank transfer,DSL,1
14,78.93,1145.69,5,0.0,Month-to-month,Mailed check,DSL,1
35,73.3,,7,3.0,Month-to-month,Bank transfer,DSL,1
38,88.81,2932.56,2,,Two year,Mailed check,No,1
5,67.18,338.46,1,0.0,One year,Bank transfer,No,0
34,91.39,2870.12,2,1.0,Two year,Mailed check,DSL,0
33,119.73,3551.93,2,6.0,Two year,Credit card,DSL,1
19,55.03,1007.93,4,3.0,Two year,Credit card,Fiber optic,1
10,21.22,180.94,1,8.0,Two year,Mailed check,DSL,0
4,32.56,122.83,3,9.0,Month-to-month,Electronic check,DSL,1
1,75.35,76.76,1,0.0,Month-to-month,Bank transfer,Fiber optic,1
35,54.43,1972.89,5,10.0,Month-to-month,Credit card,Fiber optic,1
7,114.0,732.97,4,7.0,One year,Bank transfer,Fiber optic,1
70,82.74,5667.2,1,,One year,Mailed check,Fiber optic,1
18,72.04,1161.04,1,5.0,Month-to-month,Bank transfer,Fiber optic,1
47,99.8,4512.56,4,0.0,Two year,Mailed check,Fiber optic,1
49,45.86,2024.24,5,9.0,One year,Credit card,DSL,0
36,101.97,3539.76,2,6.0,One year,Bank transfer,DSL,0
64,20.31,,3,0.0,Month-to-month,Bank transfer,No,1
8,81.97,680.84,5,1.0,Month-to-month,Mailed check,DSL,1
17,113.48,1981.99,4,2.0,Month-to-month,Electronic check,Fiber optic,1
19,98.79,1721.94,1,4.0,Month-to-month,Bank transfer,DSL,0
10,105.36,1059.22,3,4.0,One year,Mailed check,DSL,0
22,59.7,1141.48,2,4.0,Month-to-month,Credit card,Fiber optic,1
23,102.42,2351.12,7,9.0,Month-to-month,Electronic check,DSL,1
56,75.08,3811.33,6,10.0,Month-to-month,Credit card,Fiber optic,1
22,81.85,1579.45,3,7.0,One year,Credit card,Fiber optic,0
